Fri Sep 24 11:38:23 2021,-0.030000,1632476303000,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303010,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303020,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303030,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303040,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303050,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303060,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303070,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303080,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303090,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303100,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303110,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303120,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303130,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303140,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303150,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303160,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303170,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303180,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303190,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303200,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303210,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303220,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303230,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303240,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303250,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303260,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303270,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303280,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303290,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303300,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303310,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303320,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303330,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303340,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303350,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303360,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303370,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303380,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303390,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303400,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303410,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303420,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303430,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303440,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303450,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303460,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303470,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303480,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303490,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303500,
Fri Sep 24 11:38:23 2021,-0.030000,1632476303510,
