Time,RespiratoryMinuteVolume,RespiratoryRate,SpontaneousRespiratoryRate,PeakBreathingPressure,PEEPBreathingPressure,MinimalAirwayPressure,MeanBreathingPressure,InspO2,IntrinsicPEEPBreathingPressure,
Fri Sep 24 10:31:36 2021,0.00, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 20 ,11.5,
