Time,RespiratoryRate,SpontaneousRespiratoryRate,PeakBreathingPressure,PEEPBreathingPressure,MinimalAirwayPressure,MeanBreathingPressure,InspO2,IntrinsicPEEPBreathingPressure,
Wed Jul 28 14:38:38 2021, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 19 ,11.5,
Wed Jul 28 14:38:39 2021, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 19 ,11.5,
Wed Jul 28 14:38:41 2021, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 19 ,11.5,
Wed Jul 28 14:38:42 2021, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 19 ,11.5,
Wed Jul 28 14:38:44 2021, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 19 ,11.5,
Wed Jul 28 14:38:45 2021, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 19 ,11.5,
Wed Jul 28 14:38:47 2021, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 19 ,11.5,
Wed Jul 28 14:38:48 2021, 14 ,  0 ,  0 ,  0 ,  0 ,  0 , 19 ,11.5,
