Time,RespiratoryMinuteVolumeFrac,EndTidalCO2mmHg,
Wed Jul 28 14:38:37 2021, 6.7, 30 ,
Time,RespiratoryMinuteVolumeFrac,EndTidalCO2mmHg,
Wed Jul 28 14:38:39 2021, 6.7, 30 ,
Time,RespiratoryMinuteVolumeFrac,EndTidalCO2mmHg,
Wed Jul 28 14:38:42 2021, 6.7, 30 ,
Time,RespiratoryMinuteVolumeFrac,EndTidalCO2mmHg,
Wed Jul 28 14:38:46 2021, 6.7, 30 ,
Time,RespiratoryMinuteVolumeFrac,EndTidalCO2mmHg,
Wed Jul 28 14:38:49 2021, 6.7, 30 ,
