;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,-,
;,0.490000,
;,5.930000,
;,0.000000,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
<,-,
