2021-06-10 02:59:43 PM,Brady,DRI_PR3,
2021-06-10 03:00:23 PM,Brady,DRI_PR3,
2021-06-10 03:00:38 PM,No SpO2 probe,DRI_PR1,
2021-06-10 03:06:14 PM,Brady,DRI_PR3,
2021-06-10 03:06:58 PM,Brady,DRI_PR3,
2021-06-10 03:07:55 PM,Brady,DRI_PR3,
