Time,RelativeTime,Address,Number of connected Space pillars,State of SpaceCom,Hardware protection,Last scanned barcode,Type of a segment,State of a segment,
Fri Sep 24 11:38:28 2021,>1156,50100,1,00051,T,_NV,FMS1NSNS,00051,
Fri Sep 24 11:38:33 2021,>1161,50100,1,00051,T,_NV,FMS1NSNS,00051,
Fri Sep 24 11:38:38 2021,>1166,50100,1,00051,T,_NV,FMS1NSNS,00051,
